ID,Phase,Error,Magnitude,ProjectionX,ProjectionY,Circular_Error,Modified_Error,Out_of_Plane_Reconstruction_Error,Input_Magnitude,Model_Output_Magnitude,Modified_Model_Output_Magnitude,Phases_AG,Phases_MA
APP36_6am_Male_batch1,4.832991902028219,0.17477688193321228,1.1436983346939087,0.13759920001029968,-1.1353907585144043,0.010324603877961636,0.21766085922718048,0.05062210559844971,3.0131871700286865,2.919853687286377,3.4181270599365234,1.1650591179940628,1.1650591179940628
APP156_6am_Female_batch2,5.59032911459078,3.9265952110290527,1.2800157070159912,0.9848757982254028,-0.8175939321517944,0.03920438885688782,3.9646809101104736,0.16646835207939148,5.363595008850098,2.6923599243164062,3.5950591564178467,1.922396330556623,1.922396330556623
APP19_8am_Female_batch1,3.6269100348102015,0.2214905470609665,1.2480740547180176,-1.1039550304412842,-0.5822130441665649,0.03077036701142788,0.2685820460319519,0.09085474163293839,3.153604507446289,2.741699457168579,3.3950436115264893,6.2421625579556315,6.2421625579556315
APP103_8am_Male_batch2,0.1483273059129715,4.637814521789551,1.7632521390914917,1.7438910007476807,0.26058048009872437,0.2912769019603729,4.670881748199463,0.8380696177482605,5.978107452392578,2.58874773979187,4.589536190032959,2.7635798290584015,2.7635798290584015
APP21_10am_Female_batch1,4.007600132619039,0.690392255783081,1.5480072498321533,-1.002912163734436,-1.179192066192627,0.15015599131584167,0.5665214657783508,0.5293480157852173,4.086246967315674,2.707536220550537,4.302728176116943,0.3396673485848831,0.3396673485848831
APP113_10am_Male_batch2,0.3374767303466797,1.5100213289260864,0.6225013732910156,0.5873880386352539,0.20611470937728882,0.07125259935855865,1.1685056686401367,0.203924298286438,2.9398627281188965,2.7380104064941406,1.7887495756149292,2.9527292534921097,2.9527292534921097
APP23_12pm_Male_batch1,3.8510740439044397,0.3610009253025055,0.931226909160614,-0.70652174949646,-0.6066387891769409,0.0023648706264793873,0.3197651505470276,0.007666728459298611,2.6009552478790283,2.69527006149292,2.506962537765503,0.1831412598702835,0.1831412598702835
APP121_12pm_Female_batch2,1.1918058395385742,5.7884111404418945,1.3091691732406616,0.4843701124191284,1.2162686586380005,0.04779278114438057,5.762478351593018,0.20050354301929474,6.735412120819092,3.776949405670166,4.76921272277832,3.807058362684004,3.807058362684004
APP25_2pm_Male_batch1,4.970826927815573,0.8363548517227173,1.0103213787078857,0.2582084834575653,-0.9767690300941467,5.326523751136847e-5,0.8419483304023743,0.0002633840194903314,3.2955150604248047,2.9169602394104004,2.9528846740722656,1.3028941437814163,1.3028941437814163
APP157_2pm_Female_batch2,2.119593858718872,1.3928719758987427,1.3286584615707397,-0.6931103467941284,1.1335481405258179,0.05400819703936577,1.3566923141479492,0.25802212953567505,5.497933864593506,4.1124587059021,5.2440080642700195,4.734846381864302,4.734846381864302
APP26_4pm_Male_batch1,5.573700133954183,0.6848818063735962,1.1672961711883545,0.8856244683265686,-0.7604272365570068,0.0139940045773983,0.7553508281707764,0.05987771227955818,3.4360315799713135,2.7011265754699707,3.242018699645996,1.9057673499200263,1.9057673499200263
APP136_4pm_Female_batch2,2.982567071914673,5.442294120788574,0.651610791683197,-0.6433888077735901,0.10318660736083984,0.06068751588463783,5.069701194763184,0.1942257583141327,5.502261161804199,3.2997591495513916,2.340174913406372,5.597819595060103,5.597819595060103
APP28_6pm_Female_batch1,3.3768847624408167,0.8101022839546204,1.4780761003494263,-1.4373496770858765,-0.3445795476436615,0.1142783910036087,0.8255053758621216,0.3258855938911438,3.907989740371704,2.894101142883301,4.140827178955078,5.992137285586247,5.992137285586247
APP122_6pm_Male_batch2,2.416703462600708,2.2305092811584473,0.9422004818916321,-0.7053057551383972,0.6247284412384033,0.0016703912988305092,2.1975388526916504,0.007197191007435322,4.500219821929932,3.916475772857666,3.7280566692352295,5.031955985746138,5.031955985746138
APP29_8pm_Male_batch1,3.4151232878314417,1.1273680925369263,1.3945146799087524,-1.3426709175109863,-0.37670379877090454,0.07782089710235596,1.1207469701766968,0.22182269394397736,4.062860488891602,2.8642160892486572,3.890594720840454,6.030375810976872,6.030375810976872
APP154_8pm_Female_batch2,0.6619219183921814,5.179798126220703,1.0844296216964722,0.8554115891456604,0.6665273308753967,0.003564178943634033,5.219656467437744,0.011288853362202644,6.035367012023926,3.1130733489990234,3.344623327255249,3.2771744415376114,3.2771744415376114
APP31_10pm_Female_batch1,4.984599534665243,4.619788646697998,0.6472429037094116,0.17401853203773499,-0.6234107613563538,0.062218792736530304,4.2378387451171875,0.3076462149620056,4.55198335647583,2.9155938625335693,1.6970241069793701,1.3166667506310867,1.3166667506310867
APP95_10pm_Male_batch2,0.14925624430179596,2.925776958465576,1.805354118347168,1.7852821350097656,0.2684610188007355,0.3242976665496826,2.931448221206665,0.9329357147216797,5.184103488922119,2.589313268661499,4.701454162597656,2.764508767447226,2.764508767447226
APP33_12am_Male_batch1,4.394946638737814,2.793668031692505,0.7640531063079834,-0.2384898066520691,-0.7258786559104919,0.027835477143526077,2.605520248413086,0.12014646828174591,3.7484941482543945,2.822171211242676,2.0673747062683105,0.7270138547036575,0.7270138547036575
APP155_12am_Female_batch2,1.0646202564239502,5.915305137634277,0.7722187638282776,0.3743997812271118,0.6753863096237183,0.02594214677810669,5.718219757080078,0.10203095525503159,5.717686653137207,3.6319799423217773,2.930245876312256,3.67987277956938,3.67987277956938
APP34_2am_Female_batch1,6.088869501148359,4.6906843185424805,0.8993119597434998,0.8823869228363037,-0.17365287244319916,0.005069040227681398,4.632498741149902,0.01651129685342312,4.757453441619873,2.501655340194702,2.224395513534546,2.420936717114202,2.420936717114202
APP96_2am_Male_batch2,6.068581957613127,1.5946589708328247,1.1634427309036255,1.1367545127868652,-0.2477666437625885,0.0133567675948143,1.635900855064392,0.043962858617305756,3.9437143802642822,2.503722906112671,2.9605953693389893,2.4006491735789695,2.4006491735789695
APP35_4am_Female_batch1,5.475646917019979,2.5622897148132324,0.8987401723861694,0.6212804317474365,-0.6494185924530029,0.0051267752423882484,2.499657154083252,0.022873451933264732,3.8022289276123047,2.7519354820251465,2.418408155441284,1.8077141329858222,1.8077141329858222
APP100_4am_Male_batch2,4.07645303407778,3.9688148498535156,0.6763368844985962,-0.4016973376274109,-0.5441238880157471,0.052378907799720764,3.6016604900360107,0.19187593460083008,4.515645503997803,2.721764326095581,1.7858567237854004,0.40852025004362336,0.40852025004362336
